Title,authors
Cisco Multicasting Routing & Switching,"['Brian M. Edwards', 'Leonard A. Giuliano', 'Brian R. Wright']"
The Golden Egg Book (Big Little Golden Book),['Margaret Wise Brown']
Crossfire,['Jeanette Windle']
Beginner's Guide to Mediumship: How to Contact Loved Ones Who Have Crossed Over,['Larry Dreller']
Java Virtual Machine (Java Series),"['Tim Lindholm', 'Frank Yellin']"
The Birth of the Palestinian Refugee Problem Revisited (Cambridge Middle East Studies),"['Research Fellow Truman Institute Benny Morris', 'Benny Morris', 'Morris Benny']"
CJKV Information Processing,['Ken Lunde']
The Man with the Clubfoot,['Valentine Williams']
I.Q. Goes to the Library,['Mary Ann Fraser']
Robert's Rules of Order: Pocket Manual of Rules of Order for Deliberative Assemblies (Little Books of Wisdom),['Henry Martyn Robert']
Last Detective,['Robert Crais']
The Joyous Cosmology. Adventures in the Chemistry of Conciousness,"['Alan W. Watts', 'Daniel Pinchbeck']"
Letters from Rifka,['Karen Hesse']
EL ASTILLERO,['Juan Carlos Onetti']
Conversations with Truman Capote (Literary Conversations),['Truman Capote']
Jade,['June CL Tan']
Operating Manual for Spaceship Earth,['R. Buckminster Fuller']
The Anodyne Necklace,['Martha Grimes']
American Mania: When More is Not Enough,['Peter C. Whybrow']
"What Is Life?: with ""Mind and Matter"" and ""Autobiographical Sketches""",['Erwin Schrodinger']
Database Nation: The Death of Privacy in the 21st Century,['Simson Garfinkel']
A Dictionary of Narratology (Revised Edition),['John Anthony Cuddon']
Do Not Give Dogs What Is Holy,['Craig A. Evans']
A Treasury of Miracles for Women: True Stories of God's Presence Today,['Karen Kingsbury']
Goebbels,['Peter Longerich']
Metahistory: The historical imagination in nineteenth-century Europe,['Hayden White']
Information Retrieval: Algorithms and Heuristics (The Information Retrieval Series)(2nd Edition),"['David A. Grossman', 'Ophir Frieder']"
Apache Server Commentary: Guide to Insider's Knowledge on Apache Server Code,['Lydia Ash']
The Skeptical Environmentalist: Measuring the Real State of the World,['Bjørn Lomborg']
Jeffrey's Favorite 13 Ghost Stories,['Kathryn Tucker Windham']
Shalako,"[""Louis L'Amour""]"
Nun: A Memoir,['Mary Gilligan Wong']
"Weep not, child (African writers series)","[""Ngugi wa Thiong'o"", 'Ngũgĩ wa Thiongʼo']"
Soulwinner,['C.H. Spurgeon']
Maybe This Christmas,['Sarah Morgan']
Brave New World,['Aldous Huxley']
Information Architecture for the World Wide Web,"['Peter Morville', 'Louis Rosenfeld']"
Gene Kelly: A Life of Dance and Dreams,['Alvin Yudkoff']
Webmaster in a Nutshell : Deluxe Edition,['Sriram Srinivasan']
Running For Dummies (For Dummies (Computer/Tech)),"['Bob LeVitus', 'Edward C. Baig', 'Bryan Chaffin']"
New International Encyclopedia of Bible Characters,"['Zondervan,']"
Learning Gnu Emacs,"['Debra Cameron', 'James Elliott', 'Marc Loy', 'Eric Raymond', 'Bill Rosenblatt']"
The Jazz Bass Book - Technique and Tradition Book/CD (Softcover) (Bass Player Musician's Library),['John Goldsby']
Remaking Respectability: African American Women in Interwar Detroit,['Victoria W. Wolcott']
For Women Only: What You Need to Know about the Inner Lives of Men,['Shaunti Feldhahn']
"5-Minute Math Problem of the Day: 250 Fun, Multi-Step Problems That Sharpen Math Reasoning, Number Sense, and Computation Skills",['Bob Olenych']
Saving Your Second Marriage Before It Starts,['Leslie Parrott']
"Educational Administration: Theory, Research, and Practice","['Wayne K Hoy', 'Cecil G Miskel']"
"The Squire, His Knight, and His Lady",['Gerald Morris']
If You Want to Write,"['Brenda Ueland', 'General Press']"
"A Hard Day's Write, Revised Edition: The Stories Behind Every Beatles' Song",['Steve Turner']
The Egg and I,['Betty Bard MacDonald']
Wounded Knee II,"['Stanley David Lyman', ""Floyd A. O'Neil"", 'June K. Lyman', 'Susan McKay']"
sed & awk (2nd Edition),['Arnold Robbins']
The Fairy's Return (Princess Tales),['Gail Carson Levine']
"The Twins (Gemquest, Book 1) (Gemquest)",['Gary Alan Wassner']
The flight of the heron,['D. K. Broster']
Shadow Riders,"[""Louis L'Amour""]"
Out of Control (Defender (Americana)),['Robert Cettl']
Repenting of Religion: Turning from Judgment to the Love of God,['Gregory A. Boyd']
The House on Eccles Road,['Judith Kitchen']
Adventures in Ancient Greece (Good Times Travel Agency),['Linda Bailey']
"Circus Of The Damned (Anita Blake, Vampire Hunter)",['Laurell K. Hamilton']
Death Be Not Proud,['John J. Gunther']
Forced to Grow,['Sindiwe Magona']
"Whene'er You Make a Promise: A Paper Doll History of the Girl Scout Uniform, Volume Two","['Mary Degenhardt', 'Judith Kirsch']"
decking the halls: The folklore and traditions of christmas plants,['Linda Allen']
THE KILLER MINE.,['Hammond Innes']
Re-examining Paul's Letters: The History of the Pauline Correspondence,"['Bo Reicke', 'Bo Ivar Reicke']"
Culture and Customs of Thailand (Culture and Customs of Asia),['Arne Kislenko']
Renaissance Characters,['Eugenio Garin']
"Tito, Tito: Rimas, Adivinanzas/Juegos",['Schon Isabel']
"Orthodoxy,",['G. K. Chesterton']
Interactive Data Warehousing,['Harry Singh']
The Hybrid Muse: Postcolonial Poetry in English,['Jahan Ramazani']
Fire Engines,['Anne F. Rockwell']
No End in Sight: My Life as a Blind Iditarod Racer,"['Rachael Scdoris', 'Rick Steber']"
Restoring Your Digestive Health: How the Guts and Glory Program Can Transfom Your Life,"['Jordan Rubin', 'Joseph Brasco']"
"In the Beginning: The Story of the King James Bible and How It Changed a Nation, a Language, and a Culture",['Alister E. McGrath']
Intercultural Communication (Language in Society),"['Ron Scollon', 'Suzanne Wong Scollon', 'Rodney H. Jones']"
The Unlikely Voyage of Jack De Crow: A Mirror Odyssey from North Wales to the Black Sea,['A. J. Mackinnon']
Probability Theory: The Logic of Science (Vol 1),['E. T. Jaynes']
What Would Bill Hicks Say?,"['Ben Mack', 'Kristin Pulkkinen']"
A guide to English literature,['Dominic Head']
SMALL HOUSE AT ALLINGTON,['Anthony Trollope']
Dynamics AX: A Guide to Microsoft Axapta,['David Weiner']
Cape Cod,['Henry David Thoreau']
The Bible the Old Testament According to Spike Milligan,['Spike Milligan']
All Music Guide to Jazz : The Definitive Guide to Jazz Music,"['Vladimir Bogdanov', 'Chris Woodstra', 'Stephen Thomas Erlewine']"
The Loom of Youth,['Alec Waugh']
Dreams of Trespass: Tales of a Harem Girlhood,['Fatima Mernissi']
Linux Network Administrator's Guide (2nd Edition),"['Tony Bautts', 'Terry Dawson', 'Gregor N. Purdy']"
The Collapse of Complex Societies (New Studies in Archaeology),['Joseph Tainter']
Safekeeping: Some True Stories From a Life,['Abigail Thomas']
Death,"['Edgar Allan Poe', 'Gris Grimly']"
Virus Proof : The Ultimate Guide to Protecting Your PC,['Anonymous']
Practical C++ Programming (Nutshell Handbook),['Steve Oualline']
Can't Be Satisfied: The Life and Times of Muddy Waters,['Robert Gordon']
Railroad engineering,['William W. Hay']
American Macrobiotic Cuisine: A Macrobiotic Celebration of American Ethnic Cooking,['Meredith McCarty']
350 Solved Electrical Engineering Problems,['Edward Karalis']
The Tao of Pooh,['Benjamin Hoff']
The Everything Online Business Book,['Greg Holden']
Winning Auditions: 101 Strategies for Actors,['Mark Brandon']
Blue Melody: Tim Buckley Remembered,"['Lee Underwood', 'John Goldsby']"
Selected Poems Bilingual Edition,['Victor Hugo']
Losing My Mind: An Intimate Look at Life With Alzheimer's,['Thomas DeBaggio']
little pear,['Eleanor Frances Lattimore']
Welcome to Leo's,"['Rochelle Alers', 'Donna Hill', 'Brenda Jackson', 'Francis Ray']"
Stumptown Kid,"['Carol Gorman', 'Ron J. Findley']"
Real Estate Riches: How to Become Rich Using Your Banker's Money,['Dolf de Roos']
Here Comes the Cat,['Deborah Underwood']
God's Lesser Glory: The Diminished God of Open Theism,['Bruce A. Ware']
The Nikki Giovanni Poetry Collection CD,"['Nikki Giovanni', 'Tony Medina', 'Willie Perdomo', 'Michele Scott']"
City of the Dead (Star Wars: Galaxy of Fear #2),['John Whitman']
To Win the Lady (Legacy of Love),['Michelle DeRusha']
My name is Aram,['William Saroyan']
Some Golden Harbor (RCN - Lt. Leay's),['David Drake']
"Guppies, Keeping and Breeding",['Homer Mozart']
Energies: An Illustrated Guide to the Biosphere and Civilization,['Vaclav Smil']
"The Art of Star Wars, Episode II - Attack of the Clones","['Mark Cotta Vaz', 'George Lucas', 'Jonathan Hales']"
Vegan Planet: 400 Irresistible Recipes with Fantastic Flavors from Home and Around the World,['Robin Robertson']
The Dharma of Star Wars,['Matthew Bortolin']
Peony.,"['David C. Michener', 'Carol A. Adelman']"
The Concise Oxford Dictionary of Opera,"['John Warrack', 'Ewan West']"
THE BRETHREN INSIDE THE SUPREME COURT,"['Bob Woodward', 'Scott Armstrong']"
The Memoirs of a Survivor,['Doris Lessing']
Hit and Run,['James Hadley Chase']
"Farewell, My Lovely",['Raymond Chandler']
Hi Cat,['Ezra Jack Keats']
Wisdom of the Talmud,['Dov Peretz Elkins']
Holyoke: The Skinner Family and Wistariahurst (MA) (Images of America),['Kate Navarra Thibodeau']
Rainbow & Rose - Canada,['Tulku Urgyen Rinpoche']
A Pocket Full of Rye,['Agatha Christie']
When gaining weight is a losing battle. (includes normal versus high-calorie menu): An article from: Environmental Nutrition,"['Gordon Edlin', 'Eric Golanty']"
Boat Interior Construction,"['Meade Gougeon', 'Joe Gougeon', 'Jan Gougeon']"
The Firm: The Troubled Life of the House of Windsor,['Penny Junor']
Intercultural Communication: A Discourse Approach,"['Ron Scollon', 'Suzanne Wong Scollon', 'Rodney H. Jones']"
Burned Child Seeks The Fire,['Cordelia Edvardson']
"Sound Wormy: Memoir of Andrew Gennett, Lumberman",['Andrew Gennett']
Cat's Colors (Picture Puffins),['Jane Cabrera']
Differential geometry,['Erwin Kreyszig']
Working Windows: A Guide to the Repair and Restoration of Wood Windows,['Terry Meany']
Following the equator: A journey around the world (The writings of Mark Twain),['Mark Twain']
The Chief Inspector's Daughter,['Sheila Radley']
Reassembling the Social: An Introduction to Actor-Network-Theory (Clarendon Lectures in Management Studies),['Bruno Latour']
The Subversive Stitch: Embroidery and the Making of the Feminine,['Rozsika Parker']
The Aquarian Conspiracy: Personal and Social Transformation in the 1980's,['Marilyn Ferguson']
"The Mind within the Net: Models of Learning, Thinking, and Acting",['Manfred Spitzer']
Heart of the Hunter,['Laurens Van Der Post']
Staying at Daisy's,['Jill Mansell']
The Fabulous Sinkhole and Other Stories,['JesÏs Salvador TreviÐo']
"Songbirds, Truffles, and Wolves: An American Naturalist in Italy",['Gary Paul Nabhan']
How Musical Is Man? (Jessie & John Danz Lectures),['John Blacking']
A Coach's Life: My Forty Years in College Basketball,"['Dean Smith', 'John Kilgo', 'Sally Jenkins']"
The Frontier in American History,['Frederick Jackson Turner']
Modern Written Arabic,['Hans Wehr']
"The Worldly Philosophers. The Lives, Times and Ideas of the Great Economic Thinkers.",['Robert L. Heilbroner']
The ministry of fear: An entertainment,['Graham Greene']
Dieting for Dummies,"['Jane Kirby', 'The American Dietetic Association (ADA)']"
Stormy Weather,['Debi Gliori']
Tanka Tanka Skunk!,['Steve Webb']
Sins of the brother: The definitive story of Ivan Milat and the backpacker murders,"['Les Kennedy', 'Mark Whittaker']"
Wedding Bells for Beatrice,['Betty Neels']
The Time and the Place and Other Stories,['Najīb Maḥfūẓ']
The complete nonsense of Edward Lear,['Edward Lear']
Straw Men,['Michael Marshall']
The 12 Step Prayer Book: A Collection of Favorite 12 Step Prayers and Inspirational Readings,"['Bill P.', 'Lisa D.']"
One Gospel From Two: Mark's Use of Matthew and Luke,"['David B. Peabody', 'Allan James McNicol', 'Lamar Cope']"
The Family Trade (Merchant Princes),['Charles Stross']
"Carnal Knowledge: A Navel Gazer's Dictionary of Anatomy, Etymology, and Trivia",['Charles Hodgson']
Scuba Diving & Snorkeling For Dummies,['John Newman']
The Old-Fashioned Homemade Ice Cream Cookbook,['Thomas R. Quinn']
The sun eaters,['Christopher Ruocchio']
Song of Kali,['Dan Simmons']
A Lantern in Her Hand,['Bess Streeter Aldrich']
A Year In The Maine Woods,['Bernd Heinrich']
Hans Christian Andersen's Fairy Tales,['Hans Christian Andersen']
"The story of reconstruction,",['Robert Selph Henry']
Independent journey: The life of William O. Douglas,['James F. Simon']
The Sin Eater,['Melinda Salisbury']
Lectures on Statistical Physics and Protein Folding,['Kerson Huang']
The Sexiest Dead Man Alive,['Jane Blackwood']
Step Up Your Scrapbooking,['Lisa Brown Caveney']
McNally's Bluff,"['Lawrence Sanders', 'Vincent Lardo']"
A Rogue's Pleasure,['Hope Tarr']
Mature mind,['Gene D. Cohen']
Culture and Customs of Spain (Culture and Customs of Europe),['Edward F. Stanton']
Journeying: Where Shamanism and Psychology Meet,['Jeannette Marie Gagan']
World of Shakespeare: The Complete Plays and Sonnets of William Shakespeare (38 Volume Library),['William Shakespeare']
The Everything Kids' Money Book (Everything Kids'),['Brette Sember']
Death Match,['Lincoln Child']
The Usborne Pocket Scientist,['Susan Meredith']
Complete Stories and Poems of Edgar Allan Poe,['Edgar Allan Poe']
Configuring VMware ESX Server 2.5 (Vol 1),"['Al Muller', 'Seburn Wilson']"
Born to Win,"['Muriel James', 'Dorothy Jongeward']"
Spider on the Floor (Raffi Songs to Read),"['Raffi', 'Bill Russell']"
Red Flame Burning,['Ward Hawkins']
"Men Are Pigs, But We Love Bacon: Not-So-Straight Answers from America's Most Outrageous Gay Sex Columnist",['Michael Alvear']
Not Quite a Lady,['Loretta Chase']
Sharra's Exile: A Darkover Novel,['Marion Zimmer Bradley']
Faro's Daughter,['Georgette Heyer']
The History of the Peloponnesian War,"['Thucydides', 'Tucídides']"
"Enterprise Service Oriented Architectures: Concepts, Challenges, Recommendations (The Enterprise Series)","['James McGovern', 'Oliver Sims', 'Ashish Jain', 'Mark Little']"
The Complete Short Stories of Mark Twain,['Mark Twain']
When Moms and Kids Have ADD (ADD-Friendly Living),"['Sari Solden', 'Sari Solden, MS, Lmft']"
I am Fifteen - and I don't Want to Die . . .,['Christine Arnothy']
"What Cops Know: Cops Talk About What They Do, How They Do It, and What It Does to Them",['Connie Fletcher']
The Curse,['M. L. Longworth']
Coping in a Dysfunctional Family,['Raymond M. Jamiolkowski']
"The United States and Pakistan, 1947-2000: Disenchanted Allies (Adst-Dacor Diplomats and Diplomacy Series)",['Dennis Kux']
"Crucible, The",['Mel Odom']
Braude's Treasury of Wit and Humor,['Jacob Morton Braude']
Fundamentals of Engineering Examination Review 2001-2002 Edition,['Donald G. Newnan']
"Holly, Reindeer and Colored Lights",['Edna Barth']
taran wanderer,['Lloyd Alexander']
Guinea Pig: Your Happy Healthy Pet,['Audrey Pavia']
The King's Chessboard (Picture Puffins),['David Birch']
The Art of Joyful Living: Meditation and Daily Life,['Swami Rama']
Staircase of a Thousand Steps,['Masha Hamilton']
"Roger, the Jolly Pirate",['Brett Helquist']
"Grooming, Gossip, and the Evolution of Language",['Robin Dunbar']
Legion's Ladies (Zebra Regency Romance),['Judith A. Lansdowne']
Whoreson;: The story of a ghetto pimp,['Donald Goines']
If You Don't Feed the Teachers They Eat the Students!: Guide to Success for Administrators and Teachers (Kids' Stuff),['Neila A. Connors']
Anonymous Rex,['Eric Garcia']
Without Mercy: Obsession and Murder Under the Influence,['Gary Provost']
The Surprising Marriage (Focus on the Family Marriage Series),['Focus on the Family']
The Tailgater's Cookbook,['David Joachim']
Children of the Alley: A Novel,['Naguib Mahfouz']
The house by the medlar tree (A Signet classic),['Giovanni Verga']
Complete Works of William Shakespeare,['William Shakespeare']
"Gracias, the Thanksgiving Turkey","['Joy Cowley', 'Joe Cepeda']"
"The Disappearing Floor (Hardy Boys, Book 19)",['Franklin W. Dixon']
Images in the dark; an encyclopedia of gay and lesbian film and video.,['Raymond Murray']
How Can An Angel Take My Heart?: The Positive Side of Temptation,['Regina Knox']
The Cambridge History of Italian Literature,"['Charles Peter Brand', 'Peter Brand', 'Lino Pertile']"
The Rim of the Prairie,['Bess Streeter Aldrich']
Wombat Goes Walkabout,['Michael Morpurgo']
The Devil's Highway,['Luis Alberto Urrea']
Secrets of Buying and Selling Real Estate...: Without Using Your Own Money!,['Robert Shemin']
Caught in the Act,"['Jeannie McDonough', 'Paul Lonardo']"
The Drum Goes Dead (A Christmas Tale),['Bess Streeter Aldrich']
Alchemy: An Introduction to the Symbolism and the Psychology,['Marie-Luise von Franz']
Chilly Scenes of Winter,['Ann Beattie']
Turning Passions Into Profits: Three Steps to Wealth and Power,['Christopher Howard']
Conquest: Pete Carroll and the Trojans' Climb to the Top of the College Football Mountain,"['David Wharton', 'Gary Klein']"
Rumble Fish,['S.E. Hinton']
The Warding of Witch World (Secrets of the Witch World),['Andre Norton']
The complete works of James Whitcomb Riley,['James Whitcomb Riley']
Choice Centered Astrology: The Basics,['Gail Fairfield']
Catch 22,['Joseph Heller']
Tabitha Tabby's fantastic flavor (A Golden tell-a-tale book),['Jean Lewis']
Voodoo Moon,"['Wendy Corsi Staub', 'Constance M. Burge']"
The Tell-Tale Heart,['Edgar Allan Poe']
Icebox Pies (Non),['Lauren Chattman']
TIME WILL DARKEN IT.,['William Maxwell']
